"last_name, first_name","player_id","year","pa","hit","single","double","triple","home_run","k_percent","bb_percent","on_base_plus_slg","exit_velocity_avg","sweet_spot_percent","barrel_batted_rate","solidcontact_percent","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent","groundballs_percent","flyballs_percent"
"McNeil, Jeff","643446","2023","648","158","119","25","4","10",10,6,"0.711","86",32.1,1.3,5.7,27.4,"95.984354131","92.004150754",13.4,53,42.2,22.1
"Albies, Ozzie","645277","2023","660","167","99","30","5","33",16.2,7,"0.849","88.7",37.4,8.2,10.5,39,"98.667615565","93.481568303",20.6,54.6,36.8,33.8
"Devers, Rafael","646240","2023","656","157","90","34","0","33",19.2,9.5,"0.851","93.1",30,12.7,8.5,55.1,"104.483705833","97.182864659",26.1,52.6,42.7,28.4
"Arraez, Luis","650333","2023","617","203","160","30","3","10",5.5,5.7,"0.862","88.3",44.7,3.5,3.7,25.7,"95.658900664","92.009454214",7.8,51,42.8,24.1
"Torres, Gleyber","650402","2023","672","163","108","28","2","25",14.6,10,"0.800","89.7",37.3,7.9,7.5,40.3,"99.649800996","94.055057585",21.8,46.8,38.9,30.6
"Díaz, Yandy","650490","2023","600","173","116","35","0","22",15.7,10.8,"0.932","93.4",30.5,9.5,6.5,54,"104.285177685","97.074568747",18.3,42.6,52.2,20.8
"De La Cruz, Bryan","650559","2023","626","149","98","32","0","19",22.7,6.4,"0.715","89.9",41,8.8,7.2,42.5,"100.272527091","94.400399818",28.7,50.1,40.7,24.9
"Chapman, Matt","656305","2023","581","122","64","39","2","17",28.4,10.7,"0.754","93.4",32.4,17.1,7.8,56.4,"103.539639884","96.813201603",31.1,43.3,35,30.6
"McKinstry, Zach","656716","2023","518","107","73","21","4","9",21.8,8.5,"0.653","87.2",37.1,7.6,5.9,33.5,"97.726678239","92.940971652",20.4,47.3,35.7,34
"Schwarber, Kyle","656941","2023","720","115","48","19","1","47",29.9,17.5,"0.817","92.4",34.3,16.4,6.7,48.8,"103.398490108","96.18179379",31.5,37.7,34.6,33.8
"Thomas, Lane","657041","2023","682","168","101","36","3","28",25.8,5.3,"0.783","88.5",36.8,9.6,6.5,40.7,"100.191573957","94.319062004",23,43.6,43.4,23.5
"Verdugo, Alex","657077","2023","602","144","89","37","5","13",15.4,7.5,"0.745","89.2",35.4,5,6.3,37.6,"99.116993728","93.701176864",15.6,40.9,44.8,23.1
"Ohtani, Shohei","660271","2023","599","151","73","26","8","44",23.9,15.2,"1.066","94.4",35.6,19.6,6.4,54.2,"105.748559101","97.769057809",32.3,48.2,42.6,30.3
"Acuña Jr., Ronald","660670","2023","735","217","137","35","4","41",11.4,10.9,"1.012","94.7",33.6,15.3,9.1,55.2,"106.368689571","98.157029125",18.7,46.2,48.8,22.4
"Ruiz, Keibert","660688","2023","562","136","94","24","0","18",10.3,5.5,"0.717","87.4",39.4,5.8,4.9,31.9,"97.263733176","92.681495075",14.3,51.1,38.8,24.6
"Contreras, William","661388","2023","611","156","100","38","1","17",20.6,10.3,"0.824","91.3",27.1,9.4,6.2,48.7,"103.241329369","96.097846496",28,43.2,55.4,20.4
"Varsho, Daulton","662139","2023","581","116","70","23","3","20",23.2,7.7,"0.674","87.8",34.3,7.3,7.3,36.1,"99.853027513","94.005486074",24.5,50.1,35.9,31.1
"Nootbaar, Lars","663457","2023","503","111","73","23","1","14",19.7,14.3,"0.785","89.1",30.8,8.8,5.4,37.8,"100.334219085","94.369985457",18.2,35.5,50.5,23
"Hoerner, Nico","663538","2023","688","175","135","27","4","9",12.1,7.1,"0.729","86.6",33.2,1.8,4.2,33.4,"97.320472852","92.695131651",12.4,45.6,47.2,20.3
"Riley, Austin","663586","2023","715","179","107","32","3","37",24.1,8.3,"0.861","92.3",35.2,13.9,7.8,49.2,"103.384251814","96.274145591",27.8,48.2,41.1,28.6
"Hayes, Ke'Bryan","663647","2023","525","134","81","31","7","15",19.8,5.3,"0.762","92.2",34.1,7.4,9.9,48.3,"101.67326359","95.450846324",21.2,45.6,42,26.2
"Tucker, Kyle","663656","2023","674","163","92","37","5","29",13.6,11.9,"0.886","90.2",35.4,10.6,8.1,45.9,"100.798373008","94.831132546",18.5,47,38.6,32.7
"India, Jonathan","663697","2023","529","111","71","23","0","17",20.6,9.8,"0.745","89.5",37.2,7.7,7.7,38.6,"99.676934286","94.0396352",22,38.6,39.5,29.3
"Raleigh, Cal","663728","2023","569","119","65","23","1","30",27.8,9.5,"0.762","89.5",36.5,12.6,7,41,"101.028271404","94.749354873",29.9,49.7,31.7,35.1
"Grisham, Trent","663757","2023","555","93","48","31","1","13",27.7,13.5,"0.667","90.3",32.8,11.9,7.5,40,"100.701927386","94.880503967",28.3,41.6,38.1,28.1
"Vierling, Matt","663837","2023","530","125","89","21","5","10",21.1,8.3,"0.717","89.1",32.2,4.6,5.1,42.8,"100.577331105","94.490701519",19.3,44.3,49.1,20.3
"Stephenson, Tyler","663886","2023","517","113","78","20","2","13",26.1,9.1,"0.695","89.4",33.5,7.6,9.4,43.5,"100.030744788","94.357020636",28.4,42.5,48.9,23.3
"Lowe, Nathaniel","663993","2023","724","163","105","38","3","17",22.8,12.8,"0.774","89.8",36.7,6.5,6.3,41.6,"101.145951991","94.820277484",20.6,43.8,48.2,20.2
"Happ, Ian","664023","2023","691","144","84","35","4","21",22.1,14.3,"0.791","89.9",36.7,9,5.5,39,"99.676936326","94.121891884",25.2,44.4,41.8,25.6
"France, Ty","664034","2023","665","147","103","32","0","12",17.6,6.5,"0.703","87.5",36.9,6.8,5.1,38.6,"99.277871319","93.765945224",21.9,53.2,41.8,23.1
"Straw, Myles","664702","2023","518","110","88","18","3","1",18.7,8.1,"0.598","86.3",34,0.5,2.4,23.3,"95.141368287","91.593212265",14,44,48.5,20.7
"Bohm, Alec","664761","2023","611","153","102","31","0","20",15.4,6.9,"0.764","89.4",35.1,5.7,7,41.7,"100.435445021","94.400147213",18.1,49.8,42.6,23.8
"Wade Jr., LaMonte","664774","2023","519","110","77","14","2","17",18.3,14.6,"0.790","88.4",33.6,9.1,5.8,39.8,"99.530093174","93.945744444",20.7,39.5,39.5,28.7
"Peña, Jeremy","665161","2023","634","152","107","32","3","10",20.3,6.8,"0.705","88",32.4,4,5.3,35.8,"99.143524796","93.690137489",28.3,53.2,54.4,18.9
"Tatis Jr., Fernando","665487","2023","635","148","89","33","1","25",22.2,8.3,"0.771","91.9",31.5,11,7.8,49.3,"102.94128633","96.024566651",30.5,54.1,47.7,25.1
"Guerrero Jr., Vladimir","665489","2023","682","159","103","30","0","26",14.7,9.8,"0.789","92.1",32.4,11.1,6.1,49.2,"104.050992964","96.528144743",23,50.6,45.3,21.7
"Soto, Juan","665742","2023","708","156","88","32","1","35",18.2,18.6,"0.929","93.2",28.5,13,7.6,55.3,"104.484350409","97.215905977",20.4,35.8,51.9,25.2
"Taveras, Leody","665750","2023","554","136","88","31","3","14",21.1,6.3,"0.733","90.1",35.2,7.2,5.5,43.1,"100.592817638","94.514120854",24.2,49.4,45.9,22.7
"Giménez, Andrés","665926","2023","616","140","93","27","5","15",18.2,5.2,"0.713","84.8",29.9,5.5,4.2,27,"96.663934128","92.344201908",25,54.6,46.7,22.1
"Bichette, Bo","666182","2023","601","175","122","30","3","20",19.1,4.5,"0.814","90.2",38.3,9.6,6.1,44.9,"101.736681894","95.184330552",21.1,56.6,46.4,18.8
"García, Adolis","666969","2023","632","136","68","29","0","39",27.7,10.3,"0.836","92.1",36,16.1,8.5,49.7,"102.949539534","96.163808523",31.6,48.6,37.8,36
"Gurriel Jr., Lourdes","666971","2023","592","144","83","35","2","24",17.4,5.6,"0.772","89.7",35.3,8.4,6.9,46,"99.859212133","94.368560668",18.7,49.1,43.3,24.4
"Rooker Jr., Brent","667670","2023","526","114","63","20","1","30",32.7,9.3,"0.817","91.6",37.3,15.6,7.1,49.5,"102.653891351","95.962225864",38.2,46.1,33.2,36.9
"Arozarena, Randy","668227","2023","654","140","95","19","3","23",23.9,12.2,"0.789","91.7",31.8,12.3,7.8,48.3,"102.055211709","95.651873174",29.1,43,43.3,25.3
"Steer, Spencer","668715","2023","665","158","95","37","3","23",20.9,10.2,"0.820","88.7",35.3,6.7,6.5,37.1,"99.167567432","93.741896795",24.1,43.8,38,27.5
"Reynolds, Bryan","668804","2023","640","151","91","31","5","24",21.6,8.3,"0.790","90.9",36.9,11.1,6.6,47.3,"101.022834344","94.957065034",28.2,47.4,44.1,28.7
"Rutschman, Adley","668939","2023","687","163","111","31","1","20",14.7,13.4,"0.809","88.4",37,7.5,6.5,38.6,"99.614450772","93.937278476",15.6,41,42.9,26
"Melendez Jr., MJ","669004","2023","602","125","75","29","5","16",28.2,10.3,"0.714","93.2",34.6,11.4,8.2,49.6,"101.434950217","95.609327411",34.4,47.9,35.4,34.6
"Edman, Tommy","669242","2023","528","119","77","25","4","13",15.9,6.6,"0.706","89.1",27.9,5,5.7,38.8,"99.456717727","93.865892803",16.1,45.7,51.7,21.4
"Smith, Will","669257","2023","554","121","79","21","2","19",16.1,11.4,"0.797","89.3",37.5,6.7,9.3,41.6,"99.645654456","94.001340492",19.5,45.7,37.7,32.3
"Suwinski, Jack","669261","2023","534","100","51","21","2","26",32.2,14,"0.793","90.5",34.2,15.7,7.5,43.4,"102.173377122","95.316292734",30.1,39,28.1,36.3
"Burger, Jake","669394","2023","540","123","60","28","1","34",27.6,5.9,"0.827","91.9",33.4,16.7,6.9,49.6,"105.009725862","96.989580029",34.1,54,42.9,21.9
"Hays, Austin","669720","2023","566","143","89","36","2","16",24.9,6.7,"0.769","89.4",31,8.9,7.6,40.1,"100.462787656","94.411352037",28.3,46.6,44.8,29.7
"Paredes, Isaac","670623","2023","571","123","68","24","0","31",18.2,10.2,"0.840","86.9",32.4,5.9,5.9,28.5,"96.372683866","92.205361059",18.2,45.6,31.6,28.5
"Friedl Jr., TJ","670770","2023","556","136","88","22","8","18",16.2,8.5,"0.819","86.7",32,3.2,2.2,27.6,"96.368739947","92.196228515",18.2,42.2,42.8,25.9
"Casas, Triston","671213","2023","502","113","66","21","2","24",25.1,13.9,"0.857","91.1",36.1,13.1,7.5,46.6,"102.616692288","95.686960262",28.1,43.6,36.4,31.5
"Harris II, Michael","671739","2023","539","148","94","33","3","18",18.7,4.6,"0.808","90.9",34.6,10,5.9,48.5,"103.586789505","96.131496609",24.4,52.9,48,17.4
"Garcia, Maikel","672580","2023","515","126","98","20","4","4",22.3,7.4,"0.681","91.8",36.9,3.9,9.4,50.6,"101.538604663","95.500565408",19.5,43.1,48.3,18.3
"Robert Jr., Luis","673357","2023","595","144","69","36","1","38",28.9,5,"0.857","89.1",38,15.4,5.6,42.3,"101.844478191","95.05043424",33.5,58.3,36.4,30.3
"Kim, Ha-Seong","673490","2023","626","140","100","23","0","17",19.8,12,"0.749","86.2",36.1,4.2,5.7,26.7,"96.561670433","92.283861587",17.7,38.9,41.3,25.2
"Suzuki, Seiya","673548","2023","583","147","90","31","6","20",22.3,10.1,"0.842","91.4",36.5,10.5,8.2,48,"102.157061122","95.610201816",21.3,40.9,43.6,24
"Jung, Josh","673962","2023","515","127","78","25","1","23",29.3,5.8,"0.782","91.8",41.9,11.9,7.9,47.4,"101.620526098","95.373200793",29.7,51.8,37.4,29.5
"Rodríguez, Julio","677594","2023","714","180","109","37","2","32",24.5,6.6,"0.818","92.7",31.8,11.9,7.3,52,"104.082287708","96.812366417",28.2,53.9,47.6,24.5
"Witt Jr., Bobby","677951","2023","694","177","108","28","11","30",17.4,5.8,"0.814","90.7",34.4,11.5,7.2,45.6,"102.080606768","95.411820457",22.8,50.5,37.6,28.4
"Tovar, Ezequiel","678662","2023","615","147","91","37","4","15",27,4.1,"0.695","88",36.4,8.1,3.6,36.2,"99.019446394","93.628807036",31.3,59.7,43.1,26.4
"Torkelson, Spencer","679529","2023","684","141","75","34","1","31",25,9.8,"0.759","91.8",33.2,14.1,7,50.9,"102.691928356","96.002045502",24.7,46.2,33.9,31.6
"Kwan, Steven","680757","2023","718","171","123","36","7","5",10.4,9.7,"0.710","86",37.7,1.1,2.8,18.8,"94.063409324","91.031738203",11.1,41.2,46.7,20
"Stott, Bryson","681082","2023","640","164","115","32","2","15",15.6,6.1,"0.748","88.1",36.4,4.7,5.3,35.2,"97.379136163","92.802445092",15.1,45,47.4,23.1
"Outman, James","681546","2023","567","120","78","16","3","23",31.9,12,"0.790","87.9",38.2,11.1,3.9,39.9,"99.962159145","94.027798454",36.6,46,39.2,30.4
"Abrams, CJ","682928","2023","614","138","86","28","6","18",19.2,5.2,"0.712","87.4",32.6,6.9,7.5,35.9,"98.814933243","93.426357297",22.3,53.5,44.8,25.1
"Carroll, Corbin","682998","2023","645","161","96","30","10","25",19.4,8.8,"0.868","90",32.7,7.6,7.8,40.9,"100.972563211","94.780604736",21.5,45.8,45.3,24
"Henderson, Gunnar","683002","2023","622","143","77","29","9","28",25.6,9,"0.814","92",32.9,11.4,7.9,52,"102.730226238","96.062562903",26.4,46.8,45.8,26.5
"Volpe, Anthony","683011","2023","601","113","65","23","4","21",27.8,8.7,"0.666","88.7",35.5,9,7.7,43,"99.54617672","93.954577957",28.1,47.9,41.1,27.6
"Vaughn, Andrew","683734","2023","615","146","93","30","2","21",21,5.9,"0.743","90.6",30.3,8.4,7.3,46.5,"101.661403","95.348849294",24.1,47.5,44.4,23.7
"Yoshida, Masataka","807799","2023","580","155","104","33","3","15",14,5.9,"0.783","89",29.5,6.6,3.9,40.6,"100.123813246","94.28056556",18.3,43.3,55,19.4
